ID_Venta,Fecha,ID_Cliente,ID_Producto,Canal,Estado,Unidades,Precio_Unitario,Descuento,Costo_Unitario,Costo_Envio
V03081,2024-05-07,C050,P002,E-commerce,Confirmada,8,459.82,0.0,271.72,39.27
V01237,2025-05-10,C002,P002,E-commerce,Confirmada,3,490.96,0.15,299.77,15.12
V00098,2024-12-19,C020,P010,Tienda fisica,Confirmada,3,34.52,0.0,17.57,0.67
V03227,2025-01-03,C034,P007,E-commerce,Confirmada,3,124.7,0.0,67.99,16.97
V03872,2025-11-21,C010,P004,Tienda fisica,Confirmada,7,29.2,0.0,14.62,0.47
V03434,2024-11-15,C013,P010,Tienda fisica,Confirmada,2,35.82,0.05,17.77,3.57
V03597,2024-07-03,C056,P006,E-commerce,Confirmada,6,65.27,0.15,35.99,32.64
V05083,2025-03-05,C040,P004,Tienda fisica,Confirmada,8,29.11,0.0,14.61,0.09
V04164,2025-11-09,C020,P009,Tienda fisica,Confirmada,6,136.92,0.0,83.01,0.44
V03561,2024-03-28,C023,P007,Tienda fisica,Confirmada,1,119.79,0.1,64.65,0.74
V00844,2024-01-29,C040,P010,Tienda fisica,Confirmada,6,35.37,0.0,17.66,3.82
V00721,2024-05-13,C011,P005,Tienda fisica,Confirmada,9,97.12,0.0,47.48,3.73
V03766,2025-11-25,C025,P006,E-commerce,Confirmada,  6 ,  67.88 ,0.05,39.0,  26.26 
V01898,2024-04-06,C024,P006,Tienda fisica,Confirmada,1,66.77,0.0,35.97,3.93
V03111,2025-03-14,C053,P007,Tienda fisica,Confirmada,5,130.17,0.0,69.16,3.54
V01111,2025-12-15,C007,P002,Tienda fisica,Confirmada,21,477.69,0.0,289.53,3.12
V02738,2024-10-14,C007,P007,Tienda fisica,Confirmada,1,120.99,0.1,64.04,3.26
V04414,2025-06-03,C051,P004,Tienda fisica,Confirmada,8,29.72,0.1,14.59,2.98
V02322,2025-04-19,C016,P010,E-commerce,Confirmada,8,38.11,0.08,19.24,37.9
V02511,2024-02-19,C048,P005,Tienda fisica,Confirmada,3,95.59,0.0,47.14,3.85
V04916,2024-08-08,C024,P004,Tienda fisica,Confirmada,1,27.57,0.0,13.66,3.04
V02632,2025-01-25,C042,P008,Tienda fisica,Confirmada,2,90.78,0.0,52.02,1.63
V03532,2024-12-17,C006,P005,E-commerce,Confirmada,5,93.67,0.15,47.46,23.72
V02099,2025-11-10,C033,P005,Tienda fisica,Confirmada,1,103.55,0.0,52.95,2.35
V03464,2025-08-03,C011,P009,Tienda fisica,Confirmada,3,136.39,0.0,83.62,3.94
V04627,2025-11-28,C050,P010,Tienda fisica,Confirmada,1,36.49,0.0,19.04,3.38
V01413,2024-03-29,C054,P008,Tienda fisica,Confirmada,12,84.25,0.0,47.42,1.48
V04291,2024-08-14,C015,P010,E-commerce,Confirmada,1,35.07,0.0,17.76,23.24
V02427,2025-03-23,C056,P005,E-commerce,Confirmada,5,100.59,0.05,51.7,41.92
V03935,2024-12-07,C007,P009,E-commerce,Confirmada,  2 ,  132.46 ,0.15,76.25,  24.19 
V02824,2025-11-23,C050,P008,E-commerce,Confirmada,27,89.73,0.08,52.6,43.0
V02801,2025-05-08,C045,P004,E-commerce,Confirmada,6,29.51,0.0,14.87,29.0
V04660,2025-01-29,C010,P005,E-commerce,Confirmada,3,101.75,0.15,51.18,16.5
V02740,2024-06-30,C026,P007,Tienda fisica,Confirmada,1,119.86,0.1,63.51,2.99
V03354,2025-06-17,C037,P008,Tienda fisica,Confirmada,6,91.43,0.1,51.34,3.51
V01929,2025-01-23,C004,P006,E-commerce,Confirmada,7,69.4,0.1,37.82,30.99
V04101,2024-09-03,C026,P004,E-commerce,Confirmada,10,28.5,0.0,13.58,44.3
V00215,2024-04-07,C025,P008,Tienda fisica,Confirmada,1,84.74,0.0,48.16,1.16
V01362,2025-01-03,C010,P004,E-commerce,Confirmada,5,29.36,0.0,14.57,24.69
V03001,2024-10-15,C028,P004,Tienda fisica,Confirmada,9,28.3,0.0,13.18,2.64
V01804,2025-10-14,C035,P002,Tienda fisica,Confirmada,1,490.92,0.0,290.76,0.29
V02094,2025-05-03,C037,P010,E-commerce,Confirmada,6,36.99,0.1,19.54,27.92
V02754,2025-12-25,C011,P003,Tienda fisica,Confirmada,3,1741.0,0.1,1205.52,2.87
V01041,2024-12-23,C044,P002,Tienda fisica,Confirmada,1,458.42,0.0,275.38,1.14
V00283,2024-03-10,C005,P006,E-commerce,Confirmada,8,64.11,0.0,34.81,20.17
V05251,2024-05-11,,P003,E-commerce,Confirmada,1,1693.62,0.1,1131.29,18.07
V03733,2025-09-13,C055,P009,Tienda fisica,Confirmada,  4 ,  140.46 ,0.0,81.92,  2.08 
V04849,2025-10-01,C025,P003,Tienda fisica,Confirmada,12,1800.39,0.0,1195.45,2.28
V02932,2025-09-04,C005,P006,Tienda fisica,Confirmada,5,69.12,0.0,38.41,3.41
V00826,2025-07-16,C024,P008,E-commerce,Confirmada,6,88.53,0.15,53.08,31.67
V01649,2025-07-03,C008,P007,Tienda fisica,Confirmada,10,125.82,0.1,68.61,2.41
V05226,2025-05-20,C029,P004,Tienda fisica,Anulada,2,29.38,0.1,14.43,2.03
V01313,2025-09-30,C059,P006,E-commerce,Confirmada,9,69.71,0.05,37.85,31.36
V01335,2025-06-18,C005,P006,Tienda fisica,Confirmada,4,68.24,0.0,37.93,3.07
V01590,2024-04-05,C051,P006,Tienda fisica,Confirmada,5,64.83,0.0,35.76,2.29
V01678,2025-09-14,C020,P003,E-commerce,Confirmada,1,1798.87,0.05,1222.52,26.74
V04188,2024-11-14,C040,P008,Tienda fisica,Confirmada,1,83.41,0.0,47.96,1.24
V00405,2024-12-26,C056,P009,Tienda fisica,Confirmada,1,129.5,0.0,76.08,0.93
V02548,2025-01-18,C046,P007,Tienda fisica,Confirmada,2,129.54,0.0,67.98,0.38
V01722,2024-08-07,C018,P005,Tienda fisica,Confirmada,6,96.17,0.1,47.83,0.06
V04289,2025-08-08,C054,P009,E-commerce,Confirmada,3,138.42,0.15,82.92,20.0
V02789,2025-12-11,C023,P008,Tienda fisica,Confirmada,1,90.83,0.0,52.85,0.94
V01673,2024-09-05,C017,P010,Tienda fisica,Confirmada,1,34.31,0.0,17.7,2.88
V01737,2025-08-22,C031,P010,E-commerce,Confirmada,  2 ,  37.42 ,0.0,19.56,  14.13 
V02751,2025-10-31,C016,P008,Tienda fisica,Confirmada,5,90.09,0.0,51.4,1.41
V02194,2024-02-10,C047,P005,Tienda fisica,Confirmada,6,94.95,0.05,47.29,0.29
V04578,2024-11-17,C037,P001,Tienda fisica,Confirmada,1,1226.4,0.0,758.76,1.02
V00913,2025-06-07,C019,P010,E-commerce,Confirmada,5,37.6,0.05,19.41,33.29
V04458,2024-12-15,C042,P008,E-commerce,Confirmada,1,87.0,0.05,48.44,17.76
V00308,2025-12-17,C030,P009,E-commerce,Confirmada,1,140.84,0.1,83.29,20.5
V01757,2025-10-06,C016,P005,E-commerce,Confirmada,6,103.05,0.0,52.77,32.74
V02643,2024-09-05,C048,P008,E-commerce,Confirmada,2,84.37,0.0,48.0,29.38
V01482,2025-07-16,C047,P010,Tienda fisica,Confirmada,1,36.95,0.0,19.33,3.43
V00765,2024-10-18,C049,P005,Tienda fisica,Confirmada,15,95.1,0.0,47.05,1.9
V02704,2025-03-03,C006,P001,E-commerce,Confirmada,1,1258.23,0.1,811.86,13.31
V04610,2024-03-12,C023,P005,E-commerce,Confirmada,4,95.94,0.1,48.6,19.89
V04053,2024-05-01,C057,P002,E-commerce,Confirmada,1,457.77,0.15,276.8,21.23
V04928,2025-03-25,C001,P009,Tienda fisica,Confirmada,1,138.05,0.0,82.18,0.37
V01422,2024-01-02,C021,P002,Tienda fisica,Confirmada,2,447.26,0.0,270.54,0.06
V00116,2025-01-11,C038,P008,Tienda fisica,Confirmada,3,91.13,0.05,51.15,2.06
V04704,2024-03-26,C060,P003,Tienda fisica,Confirmada,  2 ,  1677.96 ,0.0,1138.78,  1.37 
V03449,2025-11-23,C053,P008,E-commerce,Confirmada,3,91.65,0.0,51.97,19.04
V01794,2024-06-09,C016,P006,Tienda fisica,Confirmada,6,65.58,0.0,35.85,3.12
V02821,2024-04-25,C039,P002,Tienda fisica,Confirmada,2,444.05,0.0,267.02,1.87
V05268,2025-01-26,C045,P008,E-commerce,Confirmada,,89.94,0.05,51.28,39.17
V04613,2025-04-14,C036,P004,Tienda fisica,Confirmada,8,30.06,0.05,14.65,3.39
V02723,2025-03-23,C047,P010,E-commerce,Confirmada,7,37.8,0.0,19.23,35.75
V03698,2024-04-06,C028,P005,Tienda fisica,Confirmada,7,93.11,0.05,48.65,2.1
V03186,2025-07-13,C059,P005,Tienda fisica,Confirmada,5,99.38,0.0,52.54,3.81
V01901,2025-04-01,C048,P002,E-commerce,Confirmada,5,489.4,0.15,294.06,40.26
V00506,2025-10-25,C041,P009,E-commerce,Confirmada,3,140.72,0.0,83.34,26.96
V00435,2024-11-21,C006,P006,Tienda fisica,Confirmada,2,66.75,0.0,35.88,3.27
V04830,2024-11-05,C050,P005,Tienda fisica,Confirmada,2,94.27,0.0,48.35,3.68
V04843,2024-12-07,C023,P002,Tienda fisica,Confirmada,7,451.14,0.0,268.77,1.84
V01635,2025-05-16,C030,P004,E-commerce,Confirmada,7,29.43,0.0,14.77,31.33
V01998,2025-01-10,C001,P010,Tienda fisica,Confirmada,4,37.93,0.0,19.31,3.66
V02646,2024-05-26,C013,P001,Tienda fisica,Confirmada,3,1205.08,0.05,742.18,1.2
V00990,2024-08-30,C034,P010,Tienda fisica,Confirmada,  1 ,  34.67 ,0.0,17.76,  3.79 
V02060,2025-11-12,C043,P010,E-commerce,Confirmada,3,36.41,0.0,19.11,34.02
V02446,2025-08-17,C002,P001,E-commerce,Confirmada,5,1290.74,0.05,796.13,28.14
V02613,2024-08-09,C012,P010,E-commerce,Confirmada,3,34.76,0.0,17.62,19.81
V00665,2025-07-21,C039,P007,E-commerce,Confirmada,2,125.52,0.0,67.85,30.75
V04146,2024-06-16,C049,P006,Tienda fisica,Confirmada,12,64.13,0.0,35.73,3.43
V00761,2024-02-04,C009,P002,Tienda fisica,Confirmada,1,449.35,0.0,272.23,3.35
V02260,2024-01-28,C040,P009,Tienda fisica,Confirmada,2,129.04,0.0,76.91,2.25
V00229,2024-12-17,C050,P009,Tienda fisica,Confirmada,3,128.04,0.0,75.26,3.7
V02050,2025-11-14,C040,P004,E-commerce,Confirmada,9,29.78,0.0,14.34,44.95
V00807,2025-12-14,C031,P008,E-commerce,Confirmada,1,90.76,0.1,51.42,19.94
V01828,2024-12-04,C015,P008,Tienda fisica,Confirmada,5,86.87,0.0,48.69,3.36
V01419,2024-11-23,C053,P001,Tienda fisica,Confirmada,3,1234.39,0.0,740.67,1.23
V01583,2024-06-12,C007,P010,E-commerce,Confirmada,5,34.6,0.0,17.57,23.54
V03673,2024-11-12,C022,P010,E-commerce,Confirmada,2,35.47,0.0,17.96,18.76
V02217,2025-04-26,C053,P001,Tienda fisica,Confirmada,2,1261.36,0.0,819.13,3.77
V04679,2025-12-12,C031,P010,E-commerce,Confirmada,8,37.9,0.15,19.7,35.98
V02965,2025-10-17,C017,P010,Tienda fisica,Confirmada,  7 ,  37.02 ,0.0,19.7,  3.36 
V05151,2024-12-10,C039,P007,E-commerce,Confirmada,3,123.24,0.08,64.25,19.86
V00578,2025-07-13,C014,P007,Tienda fisica,Confirmada,9,126.88,0.05,68.21,3.84
V00315,2025-03-27,C010,P004,Tienda fisica,Confirmada,3,29.58,0.0,14.5,0.7
V00757,2025-07-01,C051,P004,Tienda fisica,Confirmada,5,30.32,0.0,14.45,2.95
V00070,2024-11-15,C025,P009,Tienda fisica,Confirmada,4,130.33,0.1,75.81,2.24
V02410,2024-11-05,C016,P002,Tienda fisica,Confirmada,2,456.91,0.0,272.33,0.07
V00068,2025-12-15,C046,P004,E-commerce,Confirmada,2,30.27,0.15,14.31,18.88
V00951,2025-07-28,C030,P006,Tienda fisica,Confirmada,2,70.72,0.1,38.05,3.7
V01018,2024-11-05,C060,P004,E-commerce,Confirmada,2,28.74,0.1,13.46,27.71
V01703,2025-11-04,C022,P005,E-commerce,Confirmada,7,103.04,0.0,51.14,39.77
V05012,2025-10-10,C016,P004,E-commerce,Confirmada,7,29.78,0.0,14.53,42.47
V02833,2025-07-05,C011,P010,E-commerce,Confirmada,3,36.4,0.0,18.99,25.3
V00480,2025-05-20,C029,P004,Tienda fisica,Confirmada,2,29.38,0.1,14.43,2.03
V03258,2024-08-09,C051,P006,Tienda fisica,Confirmada,7,64.73,0.0,36.09,1.34
V02451,2024-05-13,C021,P010,Tienda fisica,Confirmada,3,34.96,0.05,17.99,1.09
V00517,2025-03-08,C052,P008,E-commerce,Confirmada,3,88.52,0.08,51.63,29.85
V05163,2025-03-30,C018,P010,Tienda fisica,Confirmada,  1 ,  38.18 ,0.05,19.18,  3.29 
V04362,2025-08-20,C030,P005,Tienda fisica,Confirmada,8,99.68,0.0,51.39,2.34
V00569,2024-12-12,C053,P006,Tienda fisica,Confirmada,6,66.7,0.0,36.04,0.16
V04336,2024-11-30,C041,P004,Tienda fisica,Confirmada,9,28.06,0.05,13.28,1.13
V03775,2024-11-22,C008,P008,Tienda fisica,Confirmada,3,86.63,0.0,48.68,2.95
V05073,2025-10-10,C003,P001,E-commerce,Confirmada,2,1270.96,0.05,817.4,27.28
V01324,2024-12-24,C047,P007,E-commerce,Confirmada,2,122.15,0.0,64.57,13.88
V04022,2025-01-17,C010,P006,Tienda fisica,Confirmada,8,69.39,0.0,38.19,0.56
V01699,2024-04-30,C055,P009,E-commerce,Confirmada,1,131.43,0.0,74.77,12.86
V04186,2024-06-23,C006,P006,Tienda fisica,Confirmada,2,63.91,0.0,35.42,0.97
V00785,2025-10-13,C054,P002,Tienda fisica,Confirmada,2,482.52,0.05,299.73,1.59
V00912,2024-12-14,C045,P003,Tienda fisica,Confirmada,1,1659.13,0.0,1115.59,1.02
V02620,2025-08-14,C040,P008,E-commerce,Confirmada,2,92.64,0.0,52.31,14.57
V02012,2024-02-25,C009,P009,E-commerce,Confirmada,1,129.6,0.1,77.08,15.73
V04201,2025-04-17,C035,P004,E-commerce,Confirmada,10,29.66,0.0,14.83,44.65
V04043,2025-02-10,C050,P006,Tienda fisica,Confirmada,3,70.61,0.0,37.79,3.99
V04663,2024-02-07,C052,P001,E-commerce,Confirmada,5,1177.85,0.08,741.78,33.87
V03442,2024-09-17,C028,P008,E-commerce,Confirmada,  2 ,  84.49 ,0.08,48.54,  12.46 
V01451,2025-06-11,C025,P004,E-commerce,Confirmada,1,29.43,0.08,14.39,10.68
V04971,2024-01-09,C014,P006,Tienda fisica,Confirmada,8,65.72,0.0,35.67,0.94
V01057,2025-07-29,C055,P009,Tienda fisica,Confirmada,5,136.98,0.0,83.7,0.97
V02466,2025-05-17,C031,P001,Tienda fisica,Confirmada,2,1287.95,0.0,817.4,3.82
V05120,2025-01-08,C060,P010,Tienda fisica,Confirmada,6,38.07,0.0,19.31,1.13
V04525,2024-10-03,C051,P002,E-commerce,Confirmada,2,459.74,0.15,268.5,23.14
V02086,2024-06-30,C041,P008,Tienda fisica,Confirmada,2,84.35,0.0,48.18,3.81
V02205,2025-08-01,C036,P010,Tienda fisica,Confirmada,1,37.51,0.0,19.49,2.94
V00130,2024-09-16,C020,P007,Tienda fisica,Confirmada,5,119.3,0.05,62.53,2.51
V01867,2024-03-03,C018,P004,Tienda fisica,Confirmada,9,27.8,0.0,13.44,2.2
V02084,2024-02-21,C018,P008,E-commerce,Confirmada,1,86.49,0.08,48.62,22.04
V04621,2024-12-11,C021,P002,E-commerce,Confirmada,1,456.31,0.15,274.98,18.02
V00486,2025-04-25,C016,P004,E-commerce,Confirmada,7,29.39,0.1,14.51,30.58
V05261,2024-03-11,,P002,E-commerce,Confirmada,2,449.0,0.08,274.94,25.9
V02116,2024-11-26,C020,P002,Tienda fisica,Confirmada,5,442.21,0.0,270.94,2.81
V01126,2025-12-31,C029,P008,E-commerce,Confirmada,2,89.08,0.15,51.09,21.3
V04678,2025-05-09,C055,P005,Tienda fisica,Confirmada,  2 ,  99.64 ,0.0,52.57,  3.03 
V04717,2025-10-12,C001,P007,Tienda fisica,Confirmada,4,129.77,0.0,69.3,3.33
V02073,2024-11-24,C052,P006,Tienda fisica,Confirmada,4,66.26,0.0,35.8,1.97
V01832,2025-07-22,C045,P008,E-commerce,Confirmada,7,92.39,0.08,52.16,25.97
V00207,2024-12-20,C057,P008,E-commerce,Confirmada,16,85.88,0.0,47.41,58.88
V01706,2025-06-06,C050,P010,E-commerce,Confirmada,1,36.52,0.0,19.02,19.08
V03858,2024-07-17,C005,P002,Tienda fisica,Confirmada,7,462.31,0.0,266.99,0.32
V04189,2024-10-01,C027,P008,Tienda fisica,Confirmada,2,85.97,0.0,48.69,2.28
V02037,2025-05-30,C010,P004,E-commerce,Confirmada,3,30.42,0.0,14.65,31.24
V00541,2024-11-13,C003,P006,Tienda fisica,Confirmada,7,65.03,0.0,34.77,1.02
V03358,2024-05-29,C054,P002,Tienda fisica,Confirmada,1,462.87,0.0,271.61,0.98
V04797,2024-05-09,C035,P004,E-commerce,Confirmada,8,28.7,0.1,13.18,40.16
V04337,2024-12-05,C050,P001,E-commerce,Confirmada,6,1177.03,0.1,731.18,26.99
V00597,2025-05-09,C055,P010,E-commerce,Confirmada,12,37.87,0.0,18.99,43.41
V05004,2025-06-22,C010,P005,E-commerce,Confirmada,11,101.14,0.0,51.55,53.03
V01282,2025-04-18,C020,P009,E-commerce,Confirmada,3,136.87,0.0,83.33,22.31
V04115,2024-12-04,C055,P010,Tienda fisica,Confirmada,1,34.59,0.05,17.57,0.4
V02755,2025-08-24,C007,P006,Tienda fisica,Confirmada,  9 ,  70.49 ,0.0,38.25,  2.71 
V00031,2025-01-22,C020,P010,Tienda fisica,Confirmada,4,38.17,0.0,19.46,1.95
V00436,2025-12-21,C017,P005,Tienda fisica,Confirmada,8,101.46,0.0,52.62,1.33
V01383,2024-03-02,C014,P001,E-commerce,Confirmada,1,1178.05,0.1,742.47,13.33
V03346,2025-12-18,C052,P004,E-commerce,Confirmada,8,29.97,0.0,14.71,43.36
V00239,2025-11-19,C003,P004,Tienda fisica,Confirmada,2,30.35,0.0,14.36,3.54
V01154,2024-07-11,C025,P001,Tienda fisica,Confirmada,2,1211.81,0.0,757.3,3.71
V04020,2024-09-15,C010,P010,Tienda fisica,Confirmada,2,35.64,0.0,17.65,2.89
V02816,2025-03-26,C020,P004,E-commerce,Confirmada,11,30.04,0.0,14.38,55.18
V03937,2024-02-28,C024,P005,Tienda fisica,Confirmada,9,94.11,0.0,48.75,1.02
V01390,2025-06-20,C037,P006,E-commerce,Confirmada,5,70.55,0.1,38.16,26.79
V01525,2024-11-21,C006,P010,Tienda fisica,Confirmada,1,35.93,0.05,17.54,3.67
V00473,2024-12-24,C025,P007,Tienda fisica,Confirmada,2,119.11,0.0,64.19,1.47
V01255,2025-08-12,C001,P008,E-commerce,Confirmada,2,88.92,0.0,52.26,23.05
V03579,2025-11-05,C042,P009,E-commerce,Confirmada,1,135.47,0.0,81.5,13.88
V04161,2025-02-10,C045,P007,E-commerce,Confirmada,4,126.74,0.0,67.7,26.64
V04538,2025-09-21,C036,P004,E-commerce,Confirmada,7,30.4,0.0,14.67,30.89
V02367,2025-09-22,C010,P007,Tienda fisica,Confirmada,  3 ,  129.16 ,0.0,69.95,  3.48 
V02515,2025-05-04,C035,P008,Tienda fisica,Confirmada,6,89.75,0.0,51.81,2.95
V01193,2025-08-22,C021,P009,Tienda fisica,Confirmada,3,136.86,0.0,82.76,1.48
V02510,2025-03-06,C045,P005,E-commerce,Confirmada,13,103.36,0.1,51.88,52.18
V04894,2024-07-25,C023,P009,Tienda fisica,Confirmada,5,133.41,0.0,76.66,2.11
V02786,2024-01-01,C031,P006,Tienda fisica,Confirmada,12,65.65,0.0,35.25,1.28
V04883,2024-11-21,C060,P004,Tienda fisica,Confirmada,2,28.75,0.0,13.49,2.01
V02915,2025-05-24,C038,P006,Tienda fisica,Confirmada,8,67.57,0.0,37.76,1.55
V03852,2025-11-04,C050,P007,E-commerce,Confirmada,4,125.38,0.0,69.08,36.9
V01142,2024-12-25,C011,P005,Tienda fisica,Confirmada,1,95.2,0.0,47.29,2.45
V02239,2024-11-09,C046,P008,E-commerce,Confirmada,1,83.98,0.05,47.65,19.18
V02350,2024-12-21,C003,P004,Tienda fisica,Confirmada,12,27.81,0.0,13.54,1.25
V00710,2025-10-04,C022,P009,E-commerce,Confirmada,3,135.07,0.0,83.29,18.35
V00545,2025-12-25,C036,P004,Tienda fisica,Confirmada,6,30.15,0.0,14.46,1.59
V01372,2024-08-11,C051,P004,Tienda fisica,Confirmada,7,28.71,0.0,13.18,2.54
V02519,2025-06-16,C031,P006,E-commerce,Confirmada,4,68.87,0.08,38.74,22.44
V03386,2025-05-10,C056,P008,Tienda fisica,Confirmada,3,91.24,0.1,52.28,2.94
V02766,2025-03-22,C036,P004,Tienda fisica,Confirmada,  15 ,  30.13 ,0.0,14.62,  2.07 
V05164,2024-09-21,C035,P008,Tienda fisica,Confirmada,1,86.8,0.0,48.44,2.3
V00954,2025-05-13,C047,P009,Tienda fisica,Confirmada,1,141.72,0.0,81.25,2.76
V01099,2024-09-24,C030,P009,E-commerce,Confirmada,4,132.71,0.08,76.89,22.56
V00679,2025-12-11,C032,P002,E-commerce,Confirmada,1,485.66,0.0,293.11,24.55
V02052,2025-05-23,C015,P010,E-commerce,Confirmada,3,37.34,0.05,19.15,20.94
V00738,2024-02-21,C005,P002,Tienda fisica,Confirmada,2,448.92,0.0,273.41,3.27
V02518,2024-01-29,C060,P008,Tienda fisica,Confirmada,2,86.89,0.0,48.25,3.93
V01170,2025-12-10,C005,P005,E-commerce,Confirmada,7,101.72,0.0,52.4,29.34
V01478,2024-09-14,C055,P001,Tienda fisica,Confirmada,1,1176.87,0.0,735.55,0.07
V00134,2025-10-27,C037,P009,Tienda fisica,Confirmada,1,138.84,0.0,84.03,0.68
V03393,2024-01-30,C054,P005,E-commerce,Confirmada,10,95.21,0.0,47.57,45.33
V02276,2024-04-24,C021,P004,Tienda fisica,Confirmada,5,28.58,0.0,13.31,2.77
V01612,2024-07-05,C025,P006,Tienda fisica,Confirmada,2,66.28,0.0,35.91,3.83
V01643,2025-07-08,C044,P001,Tienda fisica,Confirmada,3,1271.51,0.0,805.97,1.93
V02967,2025-11-16,C015,P007,E-commerce,Confirmada,1,124.83,0.0,67.69,17.65
V03163,2024-11-08,C027,P004,Tienda fisica,Confirmada,4,28.39,0.0,13.58,2.67
V03212,2025-07-02,C027,P006,Tienda fisica,Confirmada,  3 ,  69.79 ,0.0,38.64,  3.51 
V00949,2025-07-01,C038,P001,E-commerce,Confirmada,10,1300.43,0.0,802.29,46.51
V01676,2024-10-01,C030,P010,Tienda fisica,Confirmada,6,35.29,0.05,18.02,0.19
V01065,2025-10-09,C011,P010,Tienda fisica,Confirmada,4,36.4,0.0,19.69,1.77
V03417,2025-06-20,C010,P008,E-commerce,Confirmada,2,91.17,0.0,51.4,13.93
V03601,2024-05-17,C015,P009,E-commerce,Confirmada,3,132.38,0.1,75.35,21.81
V00321,2025-11-15,C053,P008,E-commerce,Confirmada,2,89.56,0.08,52.38,21.47
V04738,2025-12-31,C060,P007,Tienda fisica,Confirmada,2,125.92,0.0,69.14,3.94
V04122,2024-12-01,C020,P003,Tienda fisica,Confirmada,10,1680.65,0.0,1124.32,2.05
V03842,2024-10-30,C020,P009,E-commerce,Confirmada,1,131.29,0.1,74.94,14.13
V00964,2025-12-24,C045,P004,E-commerce,Confirmada,6,29.34,0.15,14.51,37.06
V04841,2025-07-01,C033,P006,E-commerce,Confirmada,7,68.91,0.05,38.81,29.55
V01325,2025-07-26,C011,P010,Tienda fisica,Confirmada,1,37.18,0.0,19.38,1.6
V04456,2025-10-05,C045,P010,E-commerce,Confirmada,11,37.65,0.08,19.3,43.07
V02150,2024-08-04,C038,P002,E-commerce,Confirmada,1,443.57,0.15,273.2,27.41
V01632,2024-09-01,C056,P010,E-commerce,Confirmada,1,34.53,0.0,17.77,20.75
V04510,2025-12-16,C016,P004,Tienda fisica,Confirmada,4,29.22,0.05,14.43,1.96
V01683,2024-06-24,C035,P004,E-commerce,Confirmada,  6 ,  28.02 ,0.0,13.38,  28.5 
V03350,2025-04-05,C009,P009,E-commerce,Confirmada,1,135.98,0.05,83.69,11.73
V00929,2024-05-10,C016,P004,E-commerce,Confirmada,6,28.58,0.0,13.68,24.49
V01897,2024-12-07,C016,P010,Tienda fisica,Confirmada,1,35.93,0.1,17.99,2.72
V01327,2025-07-08,C050,P008,Tienda fisica,Confirmada,2,88.94,0.0,51.3,2.01
V02525,2024-09-15,C053,P005,E-commerce,Confirmada,7,97.63,0.15,47.16,29.66
V00661,2024-11-13,C023,P003,Tienda fisica,Confirmada,3,1652.94,0.0,1118.28,3.13
V02158,2025-06-05,C008,P008,E-commerce,Confirmada,7,91.68,0.08,51.08,29.11
V02193,2024-11-28,C054,P004,Tienda fisica,Confirmada,7,28.8,0.1,13.3,2.8
V02250,2024-04-14,C015,P003,Tienda fisica,Confirmada,4,1645.44,0.0,1141.29,2.61
V01577,2025-11-04,C060,P009,E-commerce,Confirmada,1,137.56,0.08,83.39,21.99
V03646,2025-08-31,C020,P004,Tienda fisica,Confirmada,9,30.37,0.0,14.84,0.2
V01489,2024-07-26,C045,P010,Tienda fisica,Confirmada,1,34.52,0.0,18.1,1.12
V01075,2025-10-28,C050,P001,Tienda fisica,Confirmada,1,1252.1,0.0,814.27,0.45
V05207,2024-02-06,C041,P006,E-commerce,Anulada,6,66.82,0.0,36.05,32.54
V03983,2025-08-31,C019,P004,Tienda fisica,Confirmada,5,29.43,0.0,14.76,1.26
V04722,2024-04-13,C015,P008,E-commerce,Confirmada,12,85.67,0.0,47.36,47.6
V01584,2024-10-26,C033,P007,E-commerce,Confirmada,  2 ,  122.11 ,0.0,62.54,  27.62 
V00828,2024-09-08,C060,P009,E-commerce,Confirmada,1,131.47,0.15,76.6,11.09
V04574,2024-11-27,C030,P006,E-commerce,Confirmada,8,63.99,0.05,34.78,40.99
V00753,2024-08-24,C035,P004,Tienda fisica,Confirmada,4,27.47,0.0,13.71,3.58
V05206,2024-09-06,C032,P010,Tienda fisica,Anulada,1,34.72,0.0,17.87,0.31
V04684,2024-07-10,C046,P010,E-commerce,Confirmada,2,34.72,0.08,17.6,19.81
V02623,2024-12-18,C036,P005,Tienda fisica,Confirmada,10,93.29,0.0,48.24,1.82
V00498,2025-07-10,C032,P009,E-commerce,Confirmada,1,139.15,0.0,82.34,16.7
V05001,2024-02-11,C017,P010,Tienda fisica,Confirmada,2,35.33,0.0,17.73,1.43
V04713,2025-10-23,C052,P002,Tienda fisica,Confirmada,1,467.83,0.1,296.24,1.12
V04719,2025-03-18,C055,P001,E-commerce,Confirmada,6,1288.63,0.1,807.97,39.52
V02676,2024-05-19,C050,P007,Tienda fisica,Confirmada,2,119.27,0.0,62.96,1.5
V05017,2025-12-18,C016,P002,E-commerce,Confirmada,5,470.87,0.0,295.1,28.97
V04648,2025-06-24,C034,P001,Tienda fisica,Confirmada,1,1263.43,0.0,803.26,1.31
V01072,2024-05-28,C023,P010,E-commerce,Confirmada,3,34.78,0.0,17.78,27.91
V00970,2024-02-12,C018,P006,Tienda fisica,Confirmada,6,63.93,0.0,35.63,0.81
V00920,2025-12-08,C028,P010,Tienda fisica,Confirmada,5,36.87,0.0,19.6,0.19
V03997,2025-05-17,C032,P006,Tienda fisica,Confirmada,  2 ,  69.48 ,0.0,37.8,  0.99 
